Tiềnvào(VND),Tiềnra(VND),Sốdư,Chúthích
0,1,404009, 
0,1,404008, 
0,1,404007, 
0,1,404006, 
0,1,404005, 
0,1,404004, 
0,1,404003, 
0,1,404002, 
0,1,404001, 
0,1,404000, 
0,1,403999, 
0,1,403998, 
0,1,403997, 
0,1,403996, 
0,1,403995, 
0,1,403994, 
0,1,403993, 
0,1,403992, 
0,1,403991, 
0,1,403990, 
0,1,403989, 
0,1,403988, 
0,1,403987, 
0,1,403986, 
0,1,403985, 
0,1,403984, 
0,1,403983, 
0,1,403982, 
0,1,403981, 
0,1,403980, 
0,1,403979, 
0,1,403978, 
0,1,403977, 
0,1,403976, 
0,1,403975, 
0,1,403974, 
0,1,403973, 
0,1,403972, 
0,1,403971, 
0,1,403970, 
0,1,403969, 
0,1,403968, 
0,1,403967, 
0,1,403966, 
0,1,403965, 
0,1,403964, 
0,1,403963, 
0,1,403962, 
0,1,403961, 
0,1,403960, 
0,1,403959, 
0,1,403958, 
0,1,403957, 
0,1,403956, 
0,1,403955, 
0,1,403954, 
0,1,403953, 
0,1,403952, 
0,1,403951, 
0,1,403950, 
0,1,403949, 
0,1,403948, 
0,1,403947, 
0,1,403946, 
0,1,403945, 
0,1,403944, 
0,1,403943, 
0,1,403942, 
0,1,403941, 
0,1,403940, 
0,1,403939, 
0,1,403938, 
0,1,403937, 
0,1,403936, 
0,1,403935, 
0,1,403934, 
0,1,403933, 
0,1,403932, 
0,1,403931, 
0,1,403930, 
0,1,403929, 
0,1,403928, 
0,1,403927, 
0,1,403926, 
0,1,403925, 
0,1,403924, 
0,1,403923, 
0,1,403922, 
0,1,403921, 
0,1,403920, 
0,1,403919, 
0,1,403918, 
0,1,403917, 
0,1,403916, 
0,1,403915, 
0,1,403914, 
0,1,403913, 
0,1,403912, 
0,1,403911, 
0,1,403910, 
0,1,403909, 
0,1,403908, 
0,1,403907, 
0,1,403906, 
0,1,403905, 
0,1,403904, 
0,1,403903, 
0,1,403902, 
0,1,403901, 
0,1,403900, 
0,1,403899, 
0,1,403898, 
0,1,403897, 
0,1,403896, 
0,1,403895, 
0,1,403894, 
0,1,403893, 
0,1,403892, 
0,1,403891, 
0,1,403890, 
0,1,403888, 
0,1,403889, 
0,1,403887, 
0,1,403886, 
0,1,403885, 
0,1,403884, 
0,1,403883, 
0,1,403882, 
0,1,403881, 
0,1,403880, 
0,1,403879, 
0,1,403878, 
0,1,403877, 
0,1,403876, 
0,1,403875, 
0,1,403874, 
0,1,403873, 
0,1,403872, 
0,1,403871, 
0,1,403870, 
0,1,403869, 
0,1,403868, 
0,1,403867, 
0,1,403866, 
0,1,403865, 
0,1,403864, 
0,1,403863, 
0,1,403862, 
0,1,403861, 
0,1,403860, 
0,1,403859, 
0,1,403858, 
0,1,403857, 
0,1,403856, 
0,1,403855, 
0,1,403854, 
0,1,403853, 
0,1,403852, 
0,1,403851, 
0,1,403850, 
0,1,403849, 
0,1,403848, 
0,1,403847, 
0,1,403846, 
0,1,403845, 
0,1,403844, 
0,1,403843, 
0,1,403842, 
0,1,403841, 
0,1,403840, 
0,1,403839, 
0,1,403838, 
0,1,403837, 
0,1,403836, 
0,1,403835, 
0,1,403834, 
0,1,403833, 
0,1,403832, 
0,1,403831, 
0,1,403830, 
0,1,403829, 
0,1,403828, 
0,1,403827, 
0,1,403826, 
0,1,403825, 
0,1,403824, 
0,1,403823, 
0,1,403822, 
0,1,403821, 
0,1,403820, 
0,1,403819, 
0,1,403818, 
0,1,403817, 
0,1,403816, 
0,1,403815, 
0,1,403814, 
0,1,403813, 
0,1,403812, 
0,1,403811, 
0,1,403810, 
0,1,403809, 
0,1,403808, 
0,1,403807, 
0,1,403806, 
0,1,403805, 
0,1,403804, 
0,1,403803, 
0,1,403802, 
0,1,403801, 
0,1,403800, 
0,1,403799, 
0,1,403798, 
0,1,403797, 
0,1,403796, 
0,1,403795, 
0,1,403794, 
0,1,403793, 
0,1,403792, 
0,1,403791, 
0,1,403790, 
0,1,403789, 
0,1,403788, 
0,1,403787, 
0,1,403786, 
0,1,403785, 
0,1,403784, 
0,1,403783, 
0,1,403782, 
0,1,403781, 
0,1,403780, 
0,1,403779, 
0,1,403778, 
0,1,403777, 
0,1,403776, 
0,1,403775, 
0,1,403774, 
0,1,403773, 
0,1,403772, 
0,1,403771, 
0,1,403770, 
0,1,403769, 
0,1,403768, 
0,1,403767, 
0,1,403766, 
0,1,403765, 
0,1,403764, 
0,1,403763, 
0,1,403762, 
0,1,403761, 
0,1,403760, 
0,1,403759, 
0,1,403758, 
0,1,403757, 
0,1,403756, 
0,1,403755, 
0,1,403754, 
0,1,403753, 
0,1,403752, 
0,1,403751, 
0,1,403750, 
0,1,403749, 
0,1,403748, 
0,1,403747, 
0,1,403746, 
0,1,403745, 
0,1,403744, 
0,1,403743, 
0,1,403742, 
0,1,403741, 
0,1,403740, 
0,1,403739, 
0,1,403738, 
0,1,403737, 
0,1,403735, 
0,1,403736, 
0,1,403734, 
0,1,403733, 
0,1,403732, 
0,1,403731, 
0,1,403730, 
0,1,403729, 
0,1,403728, 
0,1,403727, 
0,1,403726, 
0,1,403725, 
0,1,403724, 
0,1,403723, 
0,1,403722, 
0,1,403721, 
0,1,403720, 
0,1,403719, 
0,1,403718, 
0,1,403717, 
0,1,403716, 
0,1,403715, 
0,1,403714, 
0,1,403713, 
0,1,403712, 
0,1,403711, 
0,1,403710, 
0,1,403709, 
0,1,403708, 
0,1,403707, 
0,1,403706, 
0,1,403705, 
0,1,403704, 
0,1,403703, 
0,1,403702, 
0,1,403701, 
0,1,403700, 
0,1,403699, 
0,1,403698, 
0,1,403697, 
0,1,403696, 
0,1,403695, 
0,1,403694, 
0,1,403693, 
0,1,403692, 
0,1,403691, 
0,1,403690, 
0,1,403689, 
0,1,403688, 
0,1,403687, 
0,1,403684, 
0,1,403686, 
0,1,403685, 
0,1,403682, 
0,1,403683, 
0,1,403680, 
0,1,403681, 
0,1,403679, 
0,1,403678, 
0,1,403677, 
0,1,403676, 
0,1,403675, 
0,1,403674, 
0,1,403673, 
0,1,403672, 
0,1,403671, 
0,1,403670, 
0,1,403669, 
0,1,403667, 
0,1,403668, 
0,1,403666, 
0,1,403665, 
0,1,403664, 
0,1,403663, 
0,1,403662, 
0,1,403661, 
0,1,403660, 
0,1,403659, 
0,1,403658, 
0,1,403657, 
0,1,403656, 
0,1,403655, 
0,1,403654, 
0,1,403653, 
0,1,403652, 
0,1,403651, 
0,1,403650, 
0,1,403649, 
0,1,403648, 
0,1,403647, 
0,1,403646, 
0,1,403645, 
0,1,403644, 
0,1,403643, 
0,1,403642, 
0,1,403641, 
0,1,403640, 
0,1,403639, 
0,1,403638, 
0,1,403637, 
0,1,403636, 
0,1,403635, 
0,1,403634, 
0,1,403633, 
0,1,403632, 
0,1,403631, 
0,1,403630, 
0,1,403629, 
0,1,403628, 
0,1,403627, 
0,1,403626, 
0,1,403625, 
0,1,403624, 
0,1,403623, 
0,1,403622, 
0,1,403621, 
0,1,403620, 
0,1,403619, 
0,1,403618, 
0,1,403617, 
0,1,403616, 
0,1,403615, 
0,1,403614, 
0,1,403613, 
0,1,403612, 
0,1,403611, 
0,1,403610, 
0,1,403609, 
0,1,403608, 
0,1,403607, 
0,1,403606, 
0,1,403605, 
0,1,403604, 
0,1,403603, 
0,1,403602, 
0,1,403601, 
0,1,403600, 
0,1,403599, 
0,1,403598, 
0,1,403597, 
0,1,403596, 
0,1,403595, 
0,1,403594, 
0,1,403593, 
0,1,403592, 
0,1,403591, 
0,1,403590, 
0,1,403589, 
0,1,403588, 
0,1,403587, 
0,1,403586, 
0,1,403585, 
0,1,403584, 
0,1,403583, 
0,1,403582, 
0,1,403581, 
0,1,403580, 
0,1,403579, 
0,1,403578, 
0,1,403577, 
0,1,403576, 
0,1,403575, 
0,1,403574, 
0,1,403573, 
0,1,403572, 
0,1,403571, 
0,1,403570, 
0,1,403569, 
0,1,403568, 
0,1,403567, 
0,1,403566, 
0,1,403565, 
0,1,403564, 
0,1,403563, 
0,1,403562, 
0,1,403561, 
0,1,403560, 
0,1,403559, 
0,1,403558, 
0,1,403557, 
0,1,403556, 
0,1,403555, 
0,1,403554, 
0,1,403553, 
0,1,403552, 
0,1,403551, 
0,1,403550, 
0,1,403549, 
0,1,403548, 
0,1,403547, 
0,1,403546, 
0,1,403545, 
0,1,403544, 
0,1,403543, 
0,1,403542, 
0,1,403541, 
0,1,403540, 
0,1,403539, 
0,1,403538, 
0,1,403537, 
0,1,403536, 
0,1,403535, 
0,1,403534, 
0,1,403533, 
0,1,403532, 
0,1,403531, 
0,1,403530, 
0,1,403529, 
0,1,403528, 
0,1,403527, 
0,1,403526, 
0,1,403525, 
0,1,403524, 
0,1,403523, 
0,1,403522, 
0,1,403521, 
0,1,403520, 
0,1,403519, 
0,1,403518, 
0,1,403517, 
0,1,403516, 
0,1,403515, 
0,1,403514, 
0,1,403513, 
0,1,403512, 
0,1,403511, 
0,1,403510, 
0,1,403509, 
0,1,403508, 
0,1,403507, 
0,1,403506, 
0,1,403505, 
0,1,403504, 
0,1,403503, 
0,1,403502, 
0,1,403501, 
0,1,403500, 
0,1,403499, 
0,1,403498, 
0,1,403497, 
0,1,403496, 
0,1,403495, 
0,1,403494, 
0,1,403493, 
0,1,403492, 
0,1,403491, 
0,1,403490, 
0,1,403489, 
0,1,403488, 
0,1,403487, 
0,1,403486, 
0,1,403485, 
0,1,403484, 
0,1,403483, 
0,1,403482, 
0,1,403481, 
0,1,403480, 
0,1,403479, 
0,1,403478, 
0,1,403477, 
0,1,403476, 
0,1,403475, 
0,1,403474, 
0,1,403473, 
0,1,403472, 
0,1,403471, 
0,1,403470, 
0,1,403469, 
0,1,403468, 
0,1,403467, 
0,1,403466, 
0,1,403465, 
0,1,403464, 
0,1,403463, 
0,1,403462, 
0,1,403461, 
0,1,403460, 
0,1,403459, 
0,1,403458, 
0,1,403457, 
0,1,403456, 
0,1,403455, 
0,1,403454, 
0,1,403453, 
0,1,403452, 
0,1,403451, 
0,1,403450, 
0,1,403449, 
0,1,403448, 
0,1,403447, 
0,1,403446, 
0,1,403445, 
0,1,403444, 
0,1,403443, 
0,1,403442, 
0,1,403441, 
0,1,403440, 
0,1,403439, 
0,1,403438, 
0,1,403437, 
0,1,403435, 
0,1,403436, 
0,1,403434, 
0,1,403433, 
0,1,403432, 
0,1,403431, 
0,1,403430, 
0,1,403429, 
0,1,403428, 
0,1,403427, 
0,1,403426, 
0,1,403425, 
0,1,403424, 
0,1,403423, 
0,1,403422, 
0,1,403421, 
0,1,403420, 
0,1,403419, 
0,1,403418, 
0,1,403417, 
0,1,403416, 
0,1,403415, 
0,1,403414, 
0,1,403413, 
0,1,403412, 
0,1,403411, 
0,1,403410, 
0,1,403408, 
0,1,403409, 
0,1,403407, 
0,1,403406, 
0,1,403405, 
0,1,403404, 
0,1,403403, 
0,1,403402, 
0,1,403401, 
0,1,403400, 
0,1,403399, 
0,1,403398, 
0,1,403397, 
0,1,403396, 
0,1,403395, 
0,1,403394, 
0,1,403393, 
0,1,403392, 
0,1,403391, 
0,1,403390, 
0,1,403389, 
0,1,403388, 
0,1,403387, 
0,1,403386, 
0,1,403385, 
0,1,403384, 
0,1,403383, 
0,1,403382, 
0,1,403381, 
0,1,403380, 
0,1,403379, 
0,1,403378, 
0,1,403377, 
0,1,403376, 
0,1,403375, 
0,1,403374, 
0,1,403373, 
0,1,403372, 
0,1,403371, 
0,1,403370, 
0,1,403368, 
0,1,403369, 
0,1,403367, 
0,1,403366, 
0,1,403365, 
0,1,403364, 
0,1,403363, 
0,1,403362, 
0,1,403361, 
0,1,403360, 
0,1,403359, 
0,1,403358, 
0,1,403357, 
0,1,403356, 
0,1,403355, 
0,1,403354, 
0,1,403353, 
0,1,403352, 
0,1,403351, 
0,1,403350, 
0,1,403349, 
0,1,403348, 
0,1,403347, 
0,1,403346, 
0,1,403345, 
0,1,403344, 
0,1,403343, 
0,1,403342, 
0,1,403341, 
0,1,403340, 
0,1,403339, 
0,1,403338, 
0,1,403337, 
0,1,403336, 
0,1,403335, 
0,1,403334, 
0,1,403333, 
0,1,403332, 
0,1,403331, 
0,1,403330, 
0,1,403329, 
0,1,403328, 
0,1,403327, 
0,1,403326, 
0,1,403325, 
0,1,403324, 
0,1,403323, 
0,1,403322, 
0,1,403321, 
0,1,403320, 
0,1,403319, 
0,1,403318, 
0,1,403317, 
0,1,403316, 
0,1,403315, 
0,1,403314, 
0,1,403313, 
0,1,403312, 
0,1,403311, 
0,1,403310, 
0,1,403309, 
0,1,403308, 
0,1,403307, 
0,1,403306, 
0,1,403305, 
0,1,403304, 
0,1,403303, 
0,1,403302, 
0,1,403301, 
0,1,403300, 
0,1,403299, 
0,1,403298, 
0,1,403297, 
0,1,403296, 
0,1,403295, 
0,1,403294, 
0,1,403293, 
0,1,403292, 
0,1,403291, 
0,1,403290, 
0,1,403289, 
0,1,403288, 
0,1,403287, 
0,1,403286, 
0,1,403285, 
0,1,403284, 
0,1,403283, 
0,1,403282, 
0,1,403281, 
0,1,403280, 
0,1,403279, 
0,1,403278, 
0,1,403277, 
0,1,403276, 
0,1,403275, 
0,1,403274, 
0,1,403273, 
0,1,403272, 
0,1,403271, 
0,1,403270, 
0,1,403269, 
0,1,403268, 
0,1,403267, 
0,1,403266, 
0,1,403265, 
0,1,403264, 
0,1,403263, 
0,1,403262, 
0,1,403261, 
0,1,403260, 
0,1,403259, 
0,1,403258, 
0,1,403257, 
0,1,403256, 
0,1,403255, 
0,1,403254, 
0,1,403253, 
0,1,403252, 
0,1,403251, 
0,1,403250, 
0,1,403249, 
0,1,403248, 
0,1,403247, 
0,1,403246, 
0,1,403245, 
0,1,403244, 
0,1,403243, 
0,1,403242, 
0,1,403241, 
0,1,403240, 
0,1,403239, 
0,1,403238, 
0,1,403237, 
0,1,403236, 
0,1,403235, 
0,1,403234, 
0,1,403233, 
0,1,403232, 
0,1,403231, 
0,1,403230, 
0,1,403229, 
0,1,403228, 
0,1,403227, 
0,1,403226, 
0,1,403225, 
0,1,403224, 
0,1,403223, 
0,1,403222, 
0,1,403221, 
0,1,403220, 
0,1,403219, 
0,1,403218, 
0,1,403217, 
0,1,403216, 
0,1,403215, 
0,1,403214, 
0,1,403213, 
0,1,403212, 
0,1,403211, 
0,1,403210, 
0,1,403209, 
0,1,403208, 
0,1,403207, 
0,1,403206, 
0,1,403205, 
0,1,403204, 
0,1,403203, 
0,1,403202, 
0,1,403201, 
0,1,403200, 
0,1,403199, 
0,1,403198, 
0,1,403197, 
0,1,403196, 
0,1,403195, 
0,1,403194, 
0,1,403193, 
0,1,403192, 
0,1,403191, 
0,1,403190, 
0,1,403189, 
0,1,403188, 
0,1,403187, 
0,1,403186, 
0,1,403185, 
0,1,403184, 
0,1,403183, 
0,1,403182, 
0,1,403181, 
0,1,403180, 
0,1,403179, 
0,1,403178, 
0,1,403177, 
0,1,403176, 
0,1,403175, 
0,1,403174, 
0,1,403173, 
0,1,403172, 
0,1,403171, 
0,1,403170, 
0,1,403169, 
0,1,403168, 
0,1,403167, 
0,1,403166, 
0,1,403165, 
0,1,403164, 
0,1,403163, 
0,1,403161, 
0,1,403162, 
0,1,403160, 
0,1,403159, 
0,1,403158, 
0,1,403157, 
0,1,403156, 
0,1,403155, 
0,1,403154, 
0,1,403153, 
0,1,403152, 
0,1,403151, 
0,1,403150, 
0,1,403149, 
0,1,403148, 
0,1,403147, 
0,1,403146, 
0,1,403145, 
0,1,403144, 
0,1,403143, 
0,1,403142, 
0,1,403141, 
0,1,403140, 
0,1,403139, 
0,1,403138, 
0,1,403137, 
0,1,403136, 
0,1,403135, 
0,1,403134, 
0,1,403133, 
0,1,403132, 
0,1,403131, 
0,1,403130, 
0,1,403129, 
0,1,403128, 
0,1,403127, 
0,1,403126, 
0,1,403125, 
0,1,403124, 
0,1,403123, 
0,1,403122, 
0,1,403121, 
0,1,403120, 
0,1,403119, 
0,1,403118, 
0,1,403117, 
0,1,403116, 
0,1,403115, 
0,1,403114, 
0,1,403113, 
0,1,403112, 
0,1,403111, 
0,1,403110, 
0,1,403109, 
0,1,403108, 
0,1,403107, 
0,1,403106, 
0,1,403105, 
0,1,403104, 
0,1,403103, 
0,1,403102, 
0,1,403101, 
0,1,403100, 
0,1,403099, 
0,1,403098, 
0,1,403097, 
0,1,403096, 
0,1,403095, 
0,1,403094, 
0,1,403093, 
0,1,403092, 
0,1,403091, 
0,1,403090, 
0,1,403089, 
0,1,403088, 
0,1,403087, 
0,1,403086, 
0,1,403085, 
0,1,403084, 
0,1,403083, 
0,1,403082, 
0,1,403081, 
0,1,403080, 
0,1,403079, 
0,1,403078, 
0,1,403077, 
0,1,403076, 
0,1,403075, 
0,1,403074, 
0,1,403073, 
0,1,403072, 
0,1,403071, 
0,1,403070, 
0,1,403069, 
0,1,403068, 
0,1,403067, 
0,1,403066, 
0,1,403065, 
0,1,403064, 
0,1,403063, 
0,1,403062, 
0,1,403061, 
0,1,403060, 
0,1,403059, 
0,1,403058, 
0,1,403057, 
0,1,403056, 
0,1,403055, 
0,1,403054, 
0,1,403053, 
0,1,403052, 
0,1,403051, 
0,1,403050, 
0,1,403049, 
0,1,403048, 
0,1,403047, 
0,1,403046, 
0,1,403045, 
0,1,403044, 
0,1,403043, 
0,1,403042, 
0,1,403041, 
0,1,403040, 
0,1,403039, 
0,1,403038, 
0,1,403037, 
0,1,403036, 
0,1,403035, 
0,1,403034, 
0,1,403033, 
0,1,403032, 
0,1,403031, 
0,1,403030, 
0,1,403029, 
0,1,403028, 
0,1,403027, 
0,1,403026, 
0,1,403025, 
0,1,403024, 
0,1,403023, 
0,1,403022, 
0,1,403021, 
0,1,403020, 
0,1,403019, 
0,1,403018, 
0,1,403017, 
0,1,403016, 
0,1,403015, 
0,1,403014, 
0,1,403013, 
0,1,403012, 
0,1,403011, 
0,1,403010, 
0,1,403009, 
0,1,403008, 
0,1,403007, 
0,1,403006, 
0,1,403005, 
0,1,403004, 
0,1,403003, 
0,1,403002, 
0,1,403001, 
0,1,403000, 
0,1,402999, 
0,1,402998, 
0,1,402997, 
0,1,402996, 
0,1,402995, 
0,1,402994, 
0,1,402993, 
0,1,402992, 
0,1,402991, 
0,1,402990, 
0,1,402989, 
0,1,402988, 
0,1,402987, 
0,1,402986, 
0,1,402985, 
0,1,402984, 
0,1,402983, 
0,1,402982, 
0,1,402981, 
0,1,402980, 
0,1,402979, 
0,1,402978, 
0,1,402977, 
0,1,402976, 
0,1,402975, 
0,1,402974, 
0,1,402973, 
0,1,402972, 
0,1,402971, 
0,1,402970, 
0,1,402969, 
0,1,402968, 
0,1,402967, 
0,1,402966, 
0,1,402965, 
0,1,402964, 
0,1,402963, 
0,1,402962, 
0,1,402961, 
0,1,402960, 
0,1,402959, 
0,1,402958, 
0,1,402957, 
0,1,402956, 
0,1,402955, 
0,1,402954, 
0,1,402953, 
0,1,402952, 
0,1,402951, 
0,1,402950, 
0,1,402949, 
0,1,402948, 
0,1,402947, 
0,1,402946, 
0,1,402945, 
0,1,402944, 
0,1,402943, 
0,1,402942, 
0,1,402941, 
0,1,402939, 
0,1,402940, 
0,1,402938, 
0,1,402937, 
0,1,402936, 
0,1,402935, 
0,1,402934, 
0,1,402933, 
0,1,402932, 
0,1,402930, 
0,1,402931, 
0,1,402929, 
0,1,402928, 
0,1,402927, 
0,1,402925, 
0,1,402926, 
0,1,402924, 
0,1,402923, 
0,1,402922, 
0,1,402921, 
0,1,402920, 
0,1,402919, 
0,1,402918, 
0,1,402917, 
0,1,402916, 
0,1,402915, 
0,1,402914, 
0,1,402913, 
0,1,402912, 
0,1,402911, 
0,1,402910, 
0,1,402909, 
0,1,402908, 
0,1,402907, 
0,1,402906, 
0,1,402905, 
0,1,402904, 
0,1,402903, 
0,1,402902, 
0,1,402901, 
0,1,402900, 
0,1,402899, 
0,1,402898, 
0,1,402897, 
0,1,402896, 
0,1,402895, 
0,1,402894, 
0,1,402893, 
0,1,402892, 
0,1,402891, 
0,1,402890, 
0,1,402889, 
0,1,402888, 
0,1,402887, 
0,1,402886, 
0,1,402885, 
0,1,402884, 
0,1,402883, 
0,1,402882, 
0,1,402881, 
0,1,402880, 
0,1,402879, 
0,1,402878, 
0,1,402877, 
0,1,402876, 
0,1,402875, 
0,1,402874, 
0,1,402873, 
0,1,402872, 
0,1,402871, 
0,1,402870, 
0,1,402869, 
0,1,402868, 
0,1,402867, 
0,1,402866, 
0,1,402865, 
0,1,402864, 
0,1,402863, 
0,1,402862, 
0,1,402861, 
0,1,402860, 
0,1,402859, 
0,1,402858, 
0,1,402857, 
0,1,402856, 
0,1,402855, 
0,1,402854, 
0,1,402853, 
0,1,402852, 
0,1,402851, 
0,1,402850, 
0,1,402849, 
0,1,402848, 
0,1,402847, 
0,1,402846, 
0,1,402845, 
0,1,402844, 
0,1,402843, 
0,1,402842, 
0,1,402841, 
0,1,402840, 
0,1,402839, 
0,1,402838, 
0,1,402837, 
0,1,402836, 
0,1,402835, 
0,1,402834, 
0,1,402833, 
0,1,402832, 
0,1,402831, 
0,1,402830, 
0,1,402829, 
0,1,402828, 
0,1,402827, 
0,1,402826, 
0,1,402825, 
0,1,402824, 
0,1,402823, 
0,1,402822, 
0,1,402821, 
0,1,402820, 
0,1,402819, 
0,1,402818, 
0,1,402817, 
0,1,402816, 
0,1,402815, 
0,1,402814, 
0,1,402813, 
0,1,402812, 
0,1,402811, 
0,1,402810, 
0,1,402809, 
0,1,402808, 
0,1,402807, 
0,1,402806, 
0,1,402805, 
0,1,402804, 
0,1,402803, 
0,1,402802, 
0,1,402801, 
0,1,402800, 
0,1,402799, 
0,1,402798, 
0,1,402797, 
0,1,402796, 
0,1,402795, 
0,1,402794, 
0,1,402793, 
0,1,402792, 
0,1,402791, 
0,1,402790, 
0,1,402789, 
0,1,402788, 
0,1,402787, 
0,1,402786, 
0,1,402785, 
0,1,402784, 
0,1,402783, 
0,1,402782, 
0,1,402781, 
0,1,402780, 
0,1,402779, 
0,1,402778, 
0,1,402777, 
0,1,402776, 
0,1,402775, 
0,1,402774, 
0,1,402773, 
0,1,402772, 
0,1,402771, 
0,1,402770, 
0,1,402769, 
0,1,402768, 
0,1,402767, 
0,1,402766, 
0,1,402765, 
0,1,402764, 
0,1,402763, 
0,1,402762, 
0,1,402761, 
0,1,402760, 
0,1,402759, 
0,1,402758, 
0,1,402757, 
0,1,402756, 
0,1,402755, 
0,1,402754, 
0,1,402753, 
0,1,402752, 
0,1,402751, 
0,1,402750, 
0,1,402749, 
0,1,402748, 
0,1,402747, 
0,1,402746, 
0,1,402745, 
0,1,402744, 
0,1,402743, 
0,1,402742, 
0,1,402741, 
0,1,402740, 
0,1,402739, 
0,1,402738, 
0,1,402737, 
0,1,402736, 
0,1,402735, 
0,1,402734, 
0,1,402733, 
0,1,402732, 
0,1,402731, 
0,1,402730, 
0,1,402729, 
0,1,402728, 
0,1,402727, 
0,1,402726, 
0,1,402725, 
0,1,402724, 
0,1,402723, 
0,1,402722, 
0,1,402721, 
0,1,402720, 
0,1,402719, 
0,1,402718, 
0,1,402717, 
0,1,402716, 
0,1,402715, 
0,1,402714, 
0,1,402713, 
0,1,402712, 
0,1,402711, 
0,1,402710, 
0,1,402709, 
0,1,402708, 
0,1,402707, 
0,1,402706, 
0,1,402705, 
0,1,402704, 
0,1,402703, 
0,1,402702, 
0,1,402701, 
0,1,402700, 
0,1,402699, 
0,1,402698, 
0,1,402697, 
0,1,402696, 
0,1,402695, 
0,1,402694, 
0,1,402693, 
0,1,402692, 
0,1,402691, 
0,1,402690, 
0,1,402689, 
0,1,402688, 
0,1,402687, 
0,1,402685, 
0,1,402684, 
0,1,402683, 
0,1,402686, 
0,1,402680, 
0,1,402682, 
0,1,402681, 
0,1,402679, 
0,1,402678, 
0,1,402677, 
0,1,402675, 
0,1,402676, 
0,1,402674, 
0,1,402673, 
0,1,402672, 
0,1,402671, 
0,1,402670, 
0,1,402669, 
0,1,402668, 
0,1,402667, 
0,1,402666, 
0,1,402665, 
0,1,402664, 
0,1,402663, 
0,1,402662, 
0,1,402661, 
0,1,402660, 
0,1,402659, 
0,1,402658, 
0,1,402657, 
0,1,402656, 
0,1,402655, 
0,1,402654, 
0,1,402653, 
0,1,402652, 
0,1,402651, 
0,1,402650, 
0,1,402649, 
0,1,402648, 
0,1,402647, 
0,1,402646, 
0,1,402645, 
0,1,402644, 
0,1,402643, 
0,1,402642, 
0,1,402640, 
0,1,402641, 
0,1,402639, 
0,1,402638, 
0,1,402637, 
0,1,402636, 
0,1,402635, 
0,1,402634, 
0,1,402633, 
0,1,402632, 
0,1,402631, 
0,1,402630, 
0,1,402629, 
0,1,402628, 
0,1,402627, 
0,1,402626, 
0,1,402625, 
0,1,402624, 
0,1,402623, 
0,1,402622, 
0,1,402621, 
0,1,402620, 
0,1,402619, 
0,1,402618, 
0,1,402617, 
0,1,402616, 
0,1,402615, 
0,1,402614, 
0,1,402613, 
0,1,402612, 
0,1,402611, 
0,1,402610, 
0,1,402609, 
0,1,402608, 
0,1,402607, 
0,1,402606, 
0,1,402605, 
0,1,402604, 
0,1,402603, 
0,1,402602, 
0,1,402601, 
0,1,402600, 
0,1,402599, 
0,1,402598, 
0,1,402597, 
0,1,402596, 
0,1,402595, 
0,1,402594, 
0,1,402593, 
0,1,402592, 
0,1,402591, 
0,1,402590, 
0,1,402589, 
0,1,402588, 
0,1,402587, 
0,1,402586, 
0,1,402585, 
0,1,402584, 
0,1,402583, 
0,1,402582, 
0,1,402581, 
0,1,402580, 
0,1,402579, 
0,1,402578, 
0,1,402577, 
0,1,402576, 
0,1,402575, 
0,1,402574, 
0,1,402573, 
0,1,402572, 
0,1,402571, 
0,1,402570, 
0,1,402569, 
0,1,402568, 
0,1,402567, 
0,1,402566, 
0,1,402565, 
0,1,402564, 
0,1,402563, 
0,1,402562, 
0,1,402561, 
0,1,402560, 
0,1,402559, 
0,1,402558, 
0,1,402557, 
0,1,402556, 
0,1,402555, 
0,1,402554, 
0,1,402553, 
0,1,402552, 
0,1,402551, 
0,1,402550, 
0,1,402549, 
0,1,402548, 
0,1,402547, 
0,1,402546, 
0,1,402545, 
0,1,402544, 
0,1,402543, 
0,1,402542, 
0,1,402541, 
0,1,402540, 
0,1,402539, 
0,1,402537, 
0,1,402538, 
0,1,402536, 
0,1,402535, 
0,1,402534, 
0,1,402533, 
0,1,402532, 
0,1,402531, 
0,1,402530, 
0,1,402529, 
0,1,402528, 
0,1,402527, 
0,1,402526, 
0,1,402525, 
0,1,402524, 
0,1,402523, 
0,1,402522, 
0,1,402521, 
0,1,402520, 
0,1,402519, 
0,1,402518, 
0,1,402517, 
0,1,402516, 
0,1,402515, 
0,1,402514, 
0,1,402513, 
0,1,402512, 
0,1,402511, 
0,1,402510, 
0,1,402509, 
0,1,402508, 
0,1,402507, 
0,1,402506, 
0,1,402505, 
0,1,402504, 
0,1,402503, 
0,1,402502, 
0,1,402501, 
0,1,402500, 
0,1,402499, 
0,1,402498, 
0,1,402497, 
0,1,402496, 
0,1,402495, 
0,1,402494, 
0,1,402493, 
0,1,402492, 
0,1,402491, 
0,1,402490, 
0,1,402489, 
0,1,402488, 
0,1,402487, 
0,1,402486, 
0,1,402485, 
0,1,402484, 
0,1,402483, 
0,1,402482, 
0,1,402481, 
0,1,402480, 
0,1,402479, 
0,1,402478, 
0,1,402477, 
0,1,402476, 
0,1,402475, 
0,1,402474, 
0,1,402473, 
0,1,402472, 
0,1,402471, 
0,1,402470, 
0,1,402469, 
0,1,402468, 
0,1,402467, 
0,1,402466, 
0,1,402465, 
0,1,402464, 
0,1,402463, 
0,1,402462, 
0,1,402461, 
0,1,402460, 
0,1,402459, 
